Fix Time,Latitude,Longitude,Altitude,Speed,COG (deg),HDOP,VDOP,PDOP,Satellite Count,Time to Fix,Error,Nav. Type,Activity,Battery (V),Charge (V),Solar Current (mA),Temp (C)
2023-06-28T07:00:13.000Z,44.32632,-68.03205,55,0.04,0,0.73,0.97,1.22,12,8,0,3,0,3.88,0,0,29,
2023-06-28T07:15:22.000Z,44.32618,-68.03201,49,0.06,0,0.75,1.1,1.33,12,8,0,3,0,3.878,0,0,29,
2023-06-28T07:30:31.000Z,44.32623,-68.03192,73,0,0,0.79,1.35,1.56,12,8,0,3,0,3.876,0,0,29,
2023-06-28T07:45:39.000Z,44.3261,-68.03187,37,0.04,0,0.85,1.5,1.73,12,7,0,3,4,3.875,0,0,29,
2023-06-28T08:00:48.000Z,44.32602,-68.03181,11,0.06,0,0.98,1.75,2,12,8,0,3,0,3.876,0,0,30,
2023-06-28T08:15:57.000Z,44.32596,-68.03181,-27,0.1,0,0.81,1.13,1.4,12,8,0,3,0,3.875,0.006,0,29,
2023-06-28T08:31:05.000Z,44.32609,-68.03182,-10,0.07,0,0.89,1.02,1.26,12,7,0,3,0,3.875,0.068,0,30,
2023-06-28T08:46:14.000Z,44.32604,-68.03186,37,0.03,0,0.76,1.05,1.3,12,8,0,3,0,3.876,0.454,0,30,
2023-06-28T09:01:23.000Z,44.32613,-68.03176,5,0.04,0,0.85,1.41,1.65,12,8,0,3,0,3.875,0.812,0,30,
2023-06-28T09:16:32.000Z,44.3262,-68.03176,0,0.05,0,0.78,1.26,1.48,12,8,0,3,0,3.875,1.07,0,30,
2023-06-28T09:31:41.000Z,44.32627,-68.03174,-6,0.01,0,0.7,1.08,1.29,12,8,0,3,0,3.875,1.325,0,30,
2023-06-28T09:46:50.000Z,44.32631,-68.03172,-27,0.02,0,0.71,1.2,1.42,12,8,0,3,0,3.875,1.409,1,30,
2023-06-28T10:01:59.000Z,44.32634,-68.03165,-7,0.03,0,0.77,1.07,1.32,12,8,0,3,0,3.876,1.43,5,29,
2023-06-28T10:17:08.000Z,44.32635,-68.03167,-17,0.07,0,0.75,1.01,1.26,12,8,0,3,0,3.875,1.668,20,30,
2023-06-28T10:32:17.000Z,44.35757,-68.0801,20,27.39,345,0.78,0.93,1.2,12,8,0,3,424,3.874,1.827,50,24,
2023-06-28T10:47:27.000Z,44.39386,-68.10048,28,0.99,0,1,1.49,1.79,12,9,0,3,721,3.873,0.339,31,26,
2023-06-28T11:02:38.000Z,44.39404,-68.10064,28,0.09,0,1.05,1.54,1.86,12,10,0,3,137,3.874,0.364,0,31,
2023-06-28T11:17:47.000Z,44.39434,-68.10102,33,0.16,39,0.89,1.43,1.72,12,8,0,3,838,3.875,0.395,8,29,
2023-06-28T11:32:56.000Z,44.39408,-68.10081,23,0.08,0,0.86,1.15,1.44,12,8,0,3,276,3.873,0.227,0,31,
2023-06-28T11:48:05.000Z,44.39361,-68.10008,-22,0.14,0,0.94,1.14,1.48,12,8,0,3,221,3.875,0.615,0,32,
2023-06-28T12:03:14.000Z,44.39417,-68.10075,-9,0.19,0,1.14,1.55,1.93,11,8,0,3,468,3.87,0.622,8,33,
2023-06-28T12:18:23.000Z,44.39377,-68.10014,7,0.16,0,0.97,1.43,1.73,12,8,0,3,175,3.873,0.875,8,34,
2023-06-28T12:33:33.000Z,44.39368,-68.09995,63,0.18,0,0.93,1.42,1.7,12,9,0,3,189,3.869,0.477,6,34,
2023-06-28T12:48:42.000Z,44.39183,-68.09975,49,0.13,0,0.84,1.11,1.41,12,8,0,3,269,3.872,0.833,12,32,
2023-06-28T13:03:51.000Z,44.39391,-68.10033,-23,0.08,0,0.84,1.22,1.48,12,8,0,3,273,3.874,0.589,16,32,
2023-06-28T13:19:00.000Z,44.39204,-68.10004,-12,0.02,0,0.79,0.98,1.27,12,8,0,3,810,3.87,0.975,12,30,
2023-06-28T13:34:10.000Z,44.39401,-68.10041,-39,0.01,0,0.92,1.36,1.65,12,9,0,3,294,3.87,0.627,5,32,
2023-06-28T13:49:20.000Z,44.39408,-68.1003,-84,0.06,0,1.09,1.29,1.57,12,9,0,3,303,3.87,0.107,5,29,
2023-06-28T14:04:29.000Z,44.39337,-68.09966,-76,0.84,72,1.4,1.72,2.06,12,8,0,3,238,3.869,0.203,5,28,
2023-06-28T14:19:38.000Z,44.39405,-68.1004,-44,0.16,0,0.99,1.11,1.39,12,8,0,3,778,3.868,1.102,24,24,
2023-06-28T14:34:47.000Z,44.39415,-68.10062,-41,0.14,0,0.92,1.26,1.56,12,8,0,3,159,3.869,1.007,1,29,
2023-06-28T14:49:57.000Z,44.39403,-68.10062,-71,0.08,0,0.75,1.14,1.37,12,9,0,3,74,3.87,1.071,0,32,
2023-06-28T15:05:06.000Z,44.39439,-68.1011,-60,0.02,0,0.75,0.98,1.23,12,8,0,3,111,3.869,0.944,0,31,
2023-06-28T15:20:15.000Z,44.39428,-68.10091,-55,0.01,110,0.74,0.97,1.14,12,8,0,3,83,3.869,1.072,0,32,
2023-06-28T15:35:24.000Z,44.39466,-68.10134,-45,14.76,160,0.87,1.39,1.7,12,8,0,3,249,3.869,2.069,26,32,
2023-06-28T15:50:33.000Z,44.39386,-68.10078,-71,0.09,0,0.8,1.41,1.65,12,8,0,3,385,3.869,1.19,5,29,
2023-06-28T16:06:30.000Z,44.39372,-68.101,-87,0.1,0,0.86,1.4,1.64,12,9,0,3,67,3.859,0.939,0,36,
2023-06-28T16:21:40.000Z,44.3936,-68.10049,-11,0.06,0,0.77,1.32,1.53,12,9,0,3,59,3.861,0.93,31,34,
2023-06-28T16:41:57.000Z,44.3936,-68.10058,-99,0.26,165,0.74,1.24,1.45,12,7,0,3,80,3.83,0.966,0,46,
2023-06-28T17:12:10.000Z,44.39401,-68.0843,-48,0.13,0,0.66,3.23,3.81,12,11,0,3,401,3.837,1.967,160,32,
2023-06-28T17:42:24.000Z,44.39293,-68.08371,-49,0.1,0,0.71,1.11,1.43,12,12,0,3,367,3.839,1.995,103,31,
2023-06-28T18:12:54.000Z,44.39286,-68.08373,-46,0.02,0,0.77,1.05,1.3,12,28,0,3,127,3.84,1.295,184,33,
2023-06-28T18:43:05.000Z,44.327,-68.03221,40,0.16,0,1.09,1.47,1.85,12,9,0,3,190,3.846,1.13,340,31,
2023-06-28T19:13:15.000Z,44.32657,-68.03214,55,0.28,0,1.01,1.37,1.75,12,8,0,3,0,3.845,1.38,12,35,
2023-06-28T19:43:25.000Z,44.32653,-68.03219,50,0.07,0,0.93,1.45,1.77,12,8,0,3,0,3.846,1.662,26,35,
2023-06-28T20:13:36.000Z,44.32631,-68.03217,41,0.07,0,1.01,1.44,1.75,12,9,0,3,0,3.848,1.458,87,36,
2023-06-28T20:43:48.000Z,44.32618,-68.03194,37,0.06,0,0.83,1.27,1.59,12,10,0,3,0,3.846,1.483,24,34,
2023-06-28T21:13:59.000Z,44.32611,-68.03181,-6,0.01,0,0.79,1.19,1.43,12,9,0,3,0,3.846,1.65,61,34,
2023-06-28T21:44:09.000Z,44.32618,-68.03177,-6,0.02,0,0.82,1.1,1.4,12,8,0,3,0,3.847,1.743,94,33,
2023-06-28T22:14:20.000Z,44.32617,-68.03175,-33,0.1,0,1.18,1,3.87,10,10,0,2,0,3.846,1.362,58,34,
2023-06-28T22:44:31.000Z,44.32614,-68.03205,-34,0.18,0,1.89,1.14,1.43,6,9,0,3,0,3.845,1.126,2,33,
2023-06-28T23:14:43.000Z,44.32599,-68.03197,-10,0.02,325,0.9,1.15,1.57,12,9,0,3,0,3.846,1.014,2,31,
2023-06-28T23:44:54.000Z,44.32597,-68.03205,62,0.03,0,1.1,1.11,1.37,12,9,0,3,0,3.846,0.721,0,33,
2023-06-29T00:15:05.000Z,44.32621,-68.03199,80,0.07,0,0.81,1.06,1.3,12,9,0,3,0,3.843,0.396,0,31,
2023-06-29T00:45:15.000Z,44.32633,-68.03165,105,0.08,0,0.9,1.62,1.86,11,8,0,3,0,3.843,0.026,0,31,
2023-06-29T01:15:26.000Z,44.32663,-68.03158,56,0.27,0,0.78,1,6.83,12,10,0,2,0,3.843,0,0,32,
2023-06-29T01:45:37.000Z,44.32609,-68.03149,-51,0.04,0,0.89,1.31,1.59,12,8,0,3,0,3.845,0,0,32,
2023-06-29T02:15:47.000Z,44.32603,-68.03146,-78,0.05,0,0.74,0.96,1.25,12,8,0,3,89,3.842,0,0,31,
2023-06-29T02:45:58.000Z,44.32687,-68.03172,-61,0.11,0,0.85,1.11,1.42,12,9,0,3,0,3.841,0,0,31,
2023-06-29T03:16:11.000Z,44.32666,-68.03173,-80,0.06,0,0.78,1.14,1.43,12,11,0,3,0,3.842,0,0,33,
2023-06-29T03:46:41.000Z,44.3265,-68.03221,-60,0.03,0,0.76,1.13,1.37,12,28,0,3,0,3.842,0,0,33,
2023-06-29T04:16:51.000Z,44.32637,-68.03236,-18,0.02,0,0.82,1.07,1.34,12,8,0,3,96,3.839,0,0,31,
2023-06-29T04:47:01.000Z,44.32638,-68.03236,2,0.03,0,0.81,1.25,1.52,12,8,0,3,0,3.839,0,0,32,
2023-06-29T05:17:10.000Z,44.32653,-68.03259,-32,0.07,0,0.87,1.09,1.32,12,7,0,3,0,3.839,0,0,32,
2023-06-29T05:47:20.000Z,44.32619,-68.03236,-16,0.06,0,0.78,1.18,1.45,12,8,0,3,13,3.84,0,0,32,
2023-06-29T06:17:30.000Z,44.32623,-68.03262,-25,0.02,0,0.77,1.18,1.42,12,8,0,3,0,3.837,0,0,32,
2023-06-29T06:47:40.000Z,44.3264,-68.03201,97,0.03,0,0.99,0.98,1.4,12,8,0,3,0,3.836,0,0,32,
2023-06-29T07:17:51.000Z,44.32622,-68.03172,69,0.09,0,1.08,1.39,1.76,12,9,0,3,0,3.839,0,0,32,
2023-06-29T07:48:02.000Z,44.32626,-68.03166,60,0.02,0,0.7,1.11,1.32,12,9,0,3,0,3.836,0,0,32,
2023-06-29T08:18:12.000Z,44.32612,-68.03172,-14,0.06,0,0.74,1.21,1.42,12,8,0,3,0,3.837,0.003,0,32,
2023-06-29T08:48:22.000Z,44.32619,-68.03179,-15,0.08,0,0.87,1.27,1.54,12,8,0,3,0,3.836,0.155,0,31,
2023-06-29T09:18:33.000Z,44.32619,-68.0317,-23,0.01,0,0.73,1.06,1.32,12,9,0,3,0,3.836,0.554,0,30,
2023-06-29T09:48:43.000Z,44.32629,-68.03164,-40,0.02,0,0.74,0.95,1.2,12,8,0,3,0,3.837,0.964,0,31,
2023-06-29T10:18:54.000Z,44.32632,-68.03168,-18,0.16,0,0.98,1.07,1.45,12,9,0,3,0,3.836,1.627,11,31,
2023-06-29T10:49:05.000Z,44.32632,-68.03175,11,0.04,0,0.87,1.21,1.49,12,9,0,3,0,3.836,1.483,35,31,
2023-06-29T11:19:18.000Z,44.32618,-68.03185,2,0.25,0,0.92,1.57,1.83,12,11,0,3,16,3.836,0.363,48,32,
2023-06-29T11:49:28.000Z,44.32587,-68.03173,-5,0.05,0,0.91,1.17,1.49,12,8,0,3,26,3.837,1.473,51,31,
2023-06-29T12:19:38.000Z,44.32581,-68.03167,-5,0.07,0,0.76,1.11,1.35,12,8,0,3,0,3.837,1.905,87,31,
2023-06-29T12:49:47.000Z,44.32631,-68.03129,-13,0.05,0,0.79,1.25,1.47,12,7,0,3,0,3.836,1.684,112,33,
2023-06-29T13:19:57.000Z,44.32644,-68.0313,-14,0.07,0,0.75,1.37,1.58,12,8,0,3,0,3.837,1.732,66,34,
2023-06-29T13:50:09.000Z,44.32676,-68.03115,-81,0.05,0,1.11,1.78,2.11,12,10,0,3,39,3.841,1.79,127,35,
2023-06-29T14:20:19.000Z,44.3266,-68.0312,-60,0.17,0,0.99,1.17,1.53,12,8,0,3,0,3.842,1.937,133,35,
2023-06-29T14:50:30.000Z,44.32652,-68.03161,-110,0.07,0,0.93,1.22,1.53,12,9,0,3,4,3.846,1.992,288,38,
2023-06-29T15:20:40.000Z,44.32681,-68.03202,-83,0.01,0,0.74,1.11,1.34,12,8,0,3,0,3.85,2.082,250,37,
2023-06-29T15:35:50.000Z,44.32677,-68.03216,-98,0.03,0,0.79,1.2,1.44,12,9,0,3,0,3.854,2.066,181,36,
2023-06-29T15:50:59.000Z,44.32675,-68.03222,-89,0.01,0,0.79,1.17,1.38,12,8,0,3,0,3.853,2.05,177,36,
2023-06-29T16:06:09.000Z,44.32682,-68.03215,-85,0.1,0,0.88,1.63,1.85,12,8,0,3,0,3.835,1.833,126,40,
2023-06-29T16:36:19.000Z,44.32661,-68.0318,-11,0.14,0,0.93,1.66,1.91,12,8,0,3,2,3.84,1.962,176,37,
2023-06-29T17:06:29.000Z,44.32658,-68.03178,-11,0.07,0,0.72,1.19,1.42,12,8,0,3,0,3.841,1.929,237,36,
2023-06-29T17:36:43.000Z,44.32639,-68.03177,-34,0.02,0,0.84,1.32,1.56,12,12,0,3,6,3.845,1.961,201,38,
2023-06-29T18:06:52.000Z,44.32656,-68.03202,-60,0.13,0,0.84,1.1,1.39,12,7,0,3,0,3.848,1.422,277,40,
2023-06-29T18:37:03.000Z,44.32666,-68.03248,-13,0.05,0,0.72,0.81,1.09,12,9,0,3,128,3.846,1.459,60,38,
2023-06-29T19:07:21.000Z,44.32645,-68.03204,50,0.03,0,0.81,1.15,1.45,12,16,0,3,0,3.846,1.605,68,37,
2023-06-29T19:37:32.000Z,44.32656,-68.03231,34,0.04,0,0.81,1.21,1.46,12,9,0,3,0,3.85,1.763,149,37,
2023-06-29T19:52:43.000Z,44.32655,-68.03232,27,0.05,0,0.89,1.36,1.62,12,10,0,3,0,3.848,1.798,56,36,
2023-06-29T20:22:55.000Z,44.32661,-68.03204,47,0.03,0,0.91,1.23,1.53,12,10,0,3,143,3.85,1.843,119,34,
2023-06-29T20:38:05.000Z,44.32667,-68.03193,68,0.05,0,0.87,1.09,1.39,12,9,0,3,0,3.848,1.718,66,34,
2023-06-29T21:08:16.000Z,44.32612,-68.03155,41,0.03,0,0.88,1.13,1.44,12,9,0,3,1,3.851,1.712,101,34,
2023-06-29T21:23:26.000Z,44.32619,-68.03162,12,0.02,0,0.77,0.98,1.25,12,9,0,3,0,3.848,1.724,34,34,
2023-06-29T21:53:37.000Z,44.32613,-68.03173,1,0.04,0,0.77,1.02,1.28,12,9,0,3,2,3.851,1.801,107,32,
2023-06-29T22:08:48.000Z,44.3261,-68.03184,-12,0.07,0,0.83,1.28,1.54,12,10,0,3,4,3.85,1.604,31,32,
2023-06-29T22:23:58.000Z,44.32608,-68.03176,-32,0.12,0,0.83,1.3,1.65,12,9,0,3,8,3.85,1.365,21,32,
2023-06-29T22:39:08.000Z,44.32607,-68.03198,-22,0.03,0,0.73,1.09,1.31,12,9,0,3,101,3.847,1.324,6,31,
2023-06-29T23:09:22.000Z,44.32609,-68.03211,2,0.05,0,0.76,1.04,1.3,12,12,0,3,0,3.848,1.373,3,30,
2023-06-29T23:39:36.000Z,44.32607,-68.03217,65,0.03,0,0.92,1.4,1.67,12,12,0,3,0,3.846,1.146,1,29,
2023-06-30T00:09:47.000Z,44.32603,-68.03213,48,0,0,0.78,1.09,1.35,12,9,0,3,0,3.846,0.655,0,29,
2023-06-30T00:39:58.000Z,44.32627,-68.0317,78,0.01,0,0.74,1.18,1.39,12,9,0,3,0,3.843,0.053,0,28,
2023-06-30T01:10:11.000Z,44.32654,-68.03161,27,0.02,0,0.69,1.12,1.32,12,11,0,3,0,3.845,0,0,30,
2023-06-30T01:40:21.000Z,44.32624,-68.03138,-39,0.01,0,0.72,1.11,1.32,12,8,0,3,63,3.843,0,0,31,
2023-06-30T02:10:32.000Z,44.32616,-68.03139,-91,0.02,0,0.7,1.13,1.4,12,9,0,3,0,3.843,0,0,31,
2023-06-30T02:40:43.000Z,44.32691,-68.03181,-84,0.07,0,0.94,1.07,1.45,12,9,0,3,0,3.843,0,0,30,
2023-06-30T03:10:52.000Z,44.32675,-68.03197,-17,0.01,0,0.8,0.92,1.21,12,7,0,3,7,3.843,0,0,30,
2023-06-30T03:41:04.000Z,44.32668,-68.03227,-159,0.05,0,0.95,1.38,1.67,12,10,0,3,41,3.841,0,0,32,
2023-06-30T04:11:16.000Z,44.32629,-68.0323,-76,0.02,0,0.76,1.11,1.4,12,10,0,3,0,3.841,0,0,31,
2023-06-30T04:41:27.000Z,44.32634,-68.03233,-78,0.02,0,0.85,1.32,1.56,12,9,0,3,50,3.84,0,0,31,
2023-06-30T05:11:37.000Z,44.32621,-68.03249,-134,0.04,0,0.79,1.24,1.52,12,8,0,3,85,3.84,0,0,31,
2023-06-30T05:41:47.000Z,44.32621,-68.03239,-44,0.03,0,0.74,1,1.24,12,8,0,3,0,3.84,0,0,30,
2023-06-30T06:11:56.000Z,44.3267,-68.03204,56,0.09,0,0.9,1.26,1.55,12,7,0,3,0,3.839,0,0,31,
2023-06-30T06:42:08.000Z,44.3264,-68.0318,64,0.04,0,0.75,1.05,1.29,12,10,0,3,22,3.836,0,0,32,
2023-06-30T07:12:18.000Z,44.32636,-68.03169,76,0.02,0,0.76,1.24,1.45,12,8,0,3,2,3.839,0,0,31,
2023-06-30T07:42:29.000Z,44.32617,-68.03174,51,0.06,0,0.79,1.36,1.58,12,9,0,3,0,3.839,0,0,31,
2023-06-30T08:12:39.000Z,44.34575,-68.07265,39,28.92,291,0.72,1.05,1.27,12,8,0,3,575,3.837,0.019,0,25,
2023-06-30T08:42:51.000Z,44.39334,-68.10056,-23,0.01,0,0.79,1.42,1.63,12,10,0,3,768,3.837,0.057,0,31,
2023-06-30T09:13:02.000Z,44.3935,-68.10048,-57,0.08,0,0.78,1.22,1.44,12,9,0,3,675,3.835,0.061,0,31,
2023-06-30T09:43:13.000Z,44.39359,-68.10034,-71,0.02,0,0.79,1.07,1.31,12,9,0,3,1394,3.835,0.496,5,28,
2023-06-30T10:13:27.000Z,44.39407,-68.10095,-12,16.53,204,0.95,1.11,1.51,12,12,0,3,942,3.834,0.078,8,29,
2023-06-30T10:43:40.000Z,44.39414,-68.10089,93,0.16,0,0.91,1.49,1.75,12,11,0,3,575,3.835,1.182,13,32,
2023-06-30T11:13:52.000Z,44.39385,-68.10046,88,0.08,0,0.91,1.76,1.98,12,10,0,3,782,3.834,0.529,27,30,
2023-06-30T11:44:04.000Z,44.39162,-68.09995,-39,0.22,339,0.76,1.12,1.36,12,10,0,3,493,3.835,0.592,21,31,
2023-06-30T12:14:17.000Z,44.39412,-68.10043,-121,0.25,134,1.07,1.6,1.99,12,11,0,3,520,3.835,0.532,31,30,
2023-06-30T12:44:29.000Z,44.39515,-68.10149,-59,0.89,88,0.97,1.29,1.61,12,10,0,3,408,3.835,1.099,0,33,
2023-06-30T13:14:40.000Z,44.39479,-68.09986,-103,0.1,0,1.1,1.2,1.63,11,9,0,3,484,3.836,0.582,12,35,
2023-06-30T13:44:58.000Z,44.39404,-68.09994,-102,0.02,0,1.03,1.64,1.92,11,16,0,3,457,3.835,1.779,52,32,
2023-06-30T14:15:10.000Z,44.39452,-68.1005,-83,0.01,0,1.02,1.37,1.71,12,10,0,3,580,3.837,0.968,176,34,
2023-06-30T14:45:25.000Z,44.3946,-68.1007,-68,0.15,335,1.01,1.14,1.42,12,13,0,3,398,3.836,0.882,51,34,
2023-06-30T15:15:40.000Z,44.39454,-68.10091,-61,0.02,0,0.87,1.21,1.49,12,13,0,3,768,3.837,1.08,86,37,
2023-06-30T15:45:53.000Z,44.39201,-68.09079,-66,0.06,0,0.82,1.23,1.47,12,11,0,3,868,3.841,1.237,139,32,
2023-06-30T16:16:48.000Z,44.39251,-68.08356,0,0.08,0,0.67,1.09,1.28,12,36,0,3,2354,3.839,0.887,307,31,
2023-06-30T16:46:27.000Z,44.39398,-68.10165,1,0.11,0,0.71,1.27,1.46,12,7,0,3,385,3.846,0.832,275,31,
2023-06-30T17:16:38.000Z,44.39393,-68.10162,2,0.03,0,0.65,0.95,1.12,12,9,0,3,212,3.846,1.19,204,37,
2023-06-30T17:46:49.000Z,44.39401,-68.1021,2,0.04,0,0.64,0.93,1.13,12,9,0,3,371,3.847,0.819,164,36,
2023-06-30T18:16:59.000Z,44.39398,-68.10208,-5,0.08,0,0.71,0.93,1.19,12,8,0,3,177,3.848,1.348,162,36,
2023-06-30T18:47:11.000Z,44.39434,-68.10095,9,0.11,0,1.42,2.93,3.26,10,10,0,3,730,3.85,0.977,62,37,
2023-06-30T19:02:19.000Z,44.3903,-68.08875,38,17.2,124,1.11,1.21,1.59,12,7,0,3,361,3.858,2.291,121,35,
2023-06-30T19:17:28.000Z,44.39034,-68.09281,42,23,284,0.77,0.88,1.17,12,8,0,3,468,3.853,2.166,117,34,
2023-06-30T19:32:37.000Z,44.39249,-68.1007,4,0.06,0,0.96,1.23,1.56,12,8,0,3,38,3.852,0.856,28,36,
2023-06-30T19:47:46.000Z,44.39334,-68.10076,0,0.04,0,0.99,1.42,1.73,12,8,0,3,92,3.851,0.533,11,36,
2023-06-30T20:02:58.000Z,44.39375,-68.10066,108,0.16,0,1.36,1.96,2.38,12,11,0,3,378,3.851,1.008,8,33,
2023-06-30T20:18:09.000Z,44.39359,-68.10037,84,0.16,0,0.91,1.15,1.47,12,10,0,3,287,3.851,0.983,23,31,
2023-06-30T20:33:20.000Z,44.3936,-68.10036,44,0.13,0,0.9,1.28,1.56,12,10,0,3,271,3.848,0.826,27,31,
2023-06-30T21:03:33.000Z,44.39301,-68.09941,-31,0.07,0,0.87,1.55,1.78,12,11,0,3,1157,3.848,0.345,40,29,
2023-06-30T21:33:45.000Z,44.39359,-68.09988,-20,0.27,0,0.74,1.03,1.29,12,10,0,3,848,3.847,0.311,12,31,
2023-06-30T22:03:56.000Z,44.34843,-68.07131,42,22.49,181,0.96,1.36,1.66,12,9,0,3,1025,3.852,2.056,121,24,
2023-06-30T22:19:06.000Z,44.32593,-68.03191,-30,0.09,0,0.93,1.25,1.56,12,9,0,3,33,3.85,1.131,43,27,
2023-06-30T22:34:18.000Z,44.32607,-68.03192,3,0.12,0,1.02,1.3,1.65,12,11,0,3,0,3.848,0.839,0,32,
2023-06-30T23:04:31.000Z,44.32595,-68.03191,-20,0.08,0,0.96,1.14,1.5,12,11,0,3,2,3.848,0.905,2,32,
2023-06-30T23:34:43.000Z,44.32617,-68.03194,67,0.05,0,0.82,1.36,1.6,12,10,0,3,0,3.848,0.072,1,31,
2023-07-01T00:00:23.000Z,44.32623,-68.03188,49,0.04,0,0.68,1.11,1.3,12,9,0,3,0,3.846,0.908,0,32,
2023-07-01T00:30:45.000Z,44.32648,-68.03172,71,0.05,0,0.7,0.98,1.2,12,11,0,3,93,3.84,0.058,0,30,
2023-07-01T01:00:56.000Z,44.32681,-68.03126,106,0.04,0,0.81,1.29,1.52,12,9,0,3,0,3.839,0.001,0,31,
2023-07-01T01:31:08.000Z,44.32652,-68.03129,-23,0.04,0,0.83,1.12,1.4,12,10,0,3,0,3.839,0,0,30,
2023-07-01T02:01:19.000Z,44.32638,-68.03105,-127,0.07,0,1.01,1.32,1.66,12,9,0,3,0,3.839,0,0,30,
2023-07-01T02:31:31.000Z,44.32662,-68.03114,-64,0.07,0,0.74,1.01,1.3,12,10,0,3,0,3.84,0,0,30,
2023-07-01T03:01:43.000Z,44.32703,-68.03189,-71,0.01,0,0.69,0.94,1.15,12,10,0,3,0,3.837,0,0,31,
2023-07-01T03:31:56.000Z,44.32679,-68.03207,-128,0.04,0,0.86,1.25,1.51,11,11,0,3,0,3.839,0,0,30,
2023-07-01T04:02:08.000Z,44.32654,-68.03213,-82,0.03,0,0.83,1.05,1.34,12,10,0,3,0,3.839,0,0,30,
2023-07-01T04:32:22.000Z,44.32647,-68.03218,-52,0.05,0,0.81,1.08,1.35,12,12,0,3,0,3.837,0,0,30,
2023-07-01T05:02:33.000Z,44.32602,-68.03252,-156,0.05,0,0.82,1.23,1.48,12,9,0,3,0,3.839,0,0,30,
2023-07-01T05:32:44.000Z,44.32632,-68.03232,-59,0.04,0,0.71,1,1.23,12,9,0,3,0,3.835,0,0,30,
2023-07-01T06:02:54.000Z,44.32644,-68.03243,-60,0.02,0,0.77,1.06,1.31,12,8,0,3,0,3.835,0,0,30,
2023-07-01T06:33:06.000Z,44.32627,-68.03237,28,0.06,0,0.93,1.37,1.65,12,10,0,3,170,3.835,0,0,29,
2023-07-01T07:03:16.000Z,44.32631,-68.03169,85,0.07,0,0.77,1.27,1.48,12,8,0,3,0,3.834,0,0,29,
2023-07-01T07:33:28.000Z,44.32613,-68.03162,59,0.02,0,0.77,1.38,1.59,12,10,0,3,0,3.835,0,0,29,
2023-07-01T08:03:39.000Z,44.32611,-68.03176,9,0.01,0,0.71,1.05,1.26,12,9,0,3,0,3.834,0,0,29,
2023-07-01T08:33:50.000Z,44.32622,-68.03191,7,0.02,0,0.73,1.15,1.37,12,9,0,3,0,3.833,0.123,0,30,
2023-07-01T09:04:03.000Z,44.32639,-68.03173,-26,0.1,0,0.73,1.3,1.49,12,11,0,3,0,3.834,0.701,0,29,
2023-07-01T09:34:14.000Z,44.32665,-68.0316,-66,0.06,0,0.73,1.22,1.42,12,9,0,3,10,3.833,1.287,0,29,
2023-07-01T10:04:26.000Z,44.32662,-68.03135,-7,0.03,0,0.83,1.17,1.43,12,10,0,3,167,3.833,1.473,22,29,
2023-07-01T10:34:38.000Z,44.32599,-68.03164,-90,0.06,0,0.75,0.97,1.23,12,10,0,3,0,3.833,1.616,58,29,
2023-07-01T11:04:51.000Z,44.39154,-68.10042,-77,4.9,134,0.91,1.45,1.75,12,11,0,3,952,3.836,1.884,106,29,
2023-07-01T11:35:04.000Z,44.3933,-68.1004,-2,0.03,0,0.8,0.96,1.25,12,11,0,3,1173,3.836,1.65,74,28,
2023-07-01T12:05:17.000Z,44.39348,-68.09998,25,0.12,0,0.91,1.82,2.13,12,11,0,3,326,3.834,0.609,55,33,
2023-07-01T12:35:34.000Z,44.39424,-68.09977,34,0.01,0,0.81,1.14,1.41,12,15,0,3,251,3.834,0.59,2,33,
2023-07-01T13:05:54.000Z,44.39507,-68.10047,90,0.08,0,0.9,1.4,1.66,12,18,0,3,621,3.833,0.954,43,33,
2023-07-01T13:36:28.000Z,44.39519,-68.10036,44,0.03,0,0.82,1.24,1.5,12,32,0,3,252,3.831,0.791,0,36,
2023-07-01T14:06:36.000Z,44.39392,-68.10079,13,0.07,0,1.07,1.36,1.73,11,36,0,3,583,3.835,0.521,23,36,
2023-07-01T14:36:16.000Z,44.39389,-68.10078,10,0.03,0,1.02,1.46,1.82,12,8,0,3,721,3.833,0.93,49,35,
2023-07-01T15:06:49.000Z,44.39204,-68.10186,-45,0.39,219,1.83,2.23,3.16,12,31,0,3,412,3.831,0.31,17,36,
2023-07-01T15:36:31.000Z,44.39418,-68.1009,0,0.17,41,0.69,1.05,1.25,12,10,0,3,435,3.83,0.769,6,32,
2023-07-01T16:07:30.000Z,44.39402,-68.10091,6,0.04,0,0.7,1.18,1.37,12,41,0,3,1058,3.822,0.08,43,33,
2023-07-01T16:43:23.000Z,44.39362,-68.10109,3,0,120,0.71,1.44,1.65,12,10,0,3,669,3.791,0.434,17,37,
2023-07-01T17:13:33.000Z,44.39375,-68.10084,7,0.1,0,0.81,1.03,1.25,12,8,0,3,946,3.811,0.988,133,34,
2023-07-01T17:43:41.000Z,44.39402,-68.08481,-9,0.17,0,0.86,0.91,1.14,12,6,0,3,979,3.817,1.867,320,33,
2023-07-01T18:13:51.000Z,44.39263,-68.08379,-4,0.02,0,0.69,0.84,1.09,12,8,0,3,297,3.817,1.452,242,34,
2023-07-01T18:44:03.000Z,44.3938,-68.10088,-11,0.05,0,0.93,1.19,1.5,12,10,0,3,646,3.82,0.758,282,36,
