Fix Time,Latitude,Longitude,Altitude,Speed,COG (deg),HDOP,VDOP,PDOP,Satellite Count,Time to Fix,Error,Nav. Type,Activity,Battery (V),Charge (V),Solar Current (mA),Temp (C)
2023-06-08T08:05:48.000Z,44.38872,-68.34679,115,0.11,0,1,1.49,1.8,12,19,0,3,0,3.856,0,0,9,
2023-06-08T08:21:28.000Z,44.38891,-68.34689,68,0.06,0,1.62,2.75,3.19,12,39,0,3,0,3.853,0,0,9,
2023-06-08T08:36:18.000Z,44.38911,-68.34688,180,0.22,0,0.97,1.71,1.96,12,19,0,3,0,3.853,0,0,9,
2023-06-08T08:51:31.000Z,44.38941,-68.34647,142,0.09,0,0.74,1.82,2.22,12,12,0,3,0,3.852,0,0,10,
2023-06-08T09:06:45.000Z,44.3897,-68.34663,93,0.17,0,1.13,2.22,2.48,11,13,0,3,0,3.852,0,0,10,
2023-06-08T09:22:03.000Z,44.38943,-68.34617,48,0.42,0,0.82,1.35,1.57,12,17,0,3,0,3.853,0,0,9,
2023-06-08T09:37:33.000Z,44.38916,-68.34624,5,0.12,0,0.79,1.47,1.69,12,29,0,3,0,3.852,0,0,9,
2023-06-08T09:52:45.000Z,44.38906,-68.34705,87,0,0,1.05,1.61,1.89,10,11,0,3,0,3.851,0,0,9,
2023-06-08T10:07:59.000Z,44.38897,-68.34699,27,0.07,0,0.81,1.6,1.86,12,13,0,3,0,3.852,0,0,10,
2023-06-08T10:23:11.000Z,44.38904,-68.34679,59,0.03,0,0.89,1.37,1.63,11,11,0,3,0,3.852,0,0,9,
