Fix Time,Latitude,Longitude,Altitude,Speed,COG (deg),HDOP,VDOP,PDOP,Satellite Count,Time to Fix,Error,Nav. Type,Activity,Battery (V),Charge (V),Solar Current (mA),Temp (C)
2023-06-09T12:16:36.000Z,44.3913,-68.22483,170,0.07,0,1.61,2.16,2.7,7,38,0,3,3,3.778,0.042,0,18,
2023-06-09T12:47:38.000Z,0,0,0,0,0,99.99,99.99,99.99,0,90,4,1,30,3.78,0.003,0,16,
2023-06-09T13:16:24.000Z,44.39395,-68.2215,52,0.04,0,1.31,2.31,2.72,8,14,0,3,8,3.775,0.004,0,15,
2023-06-09T13:46:50.000Z,44.39412,-68.2187,54,0.81,0,0.93,1.28,1.58,9,24,0,3,60,3.776,0.108,0,15,
2023-06-09T14:17:30.000Z,44.38014,-68.15782,74,16.59,137,1.13,1.33,1.67,11,38,0,3,48,3.776,0.006,0,15,
2023-06-09T14:48:32.000Z,0,0,0,0,0,99.99,99.99,99.99,0,90,4,1,34,3.775,0.559,0,15,
2023-06-09T15:17:12.000Z,44.33127,-68.03355,42,0.03,329,1.18,2.57,3.07,11,8,0,3,105,3.771,0.69,0,17,
2023-06-09T15:47:22.000Z,44.33123,-68.03366,17,0.01,0,0.87,1.05,1.39,12,8,0,3,0,3.771,0.761,0,20,
2023-06-09T16:17:50.000Z,44.33136,-68.03403,-27,0.03,0,0.88,1.37,1.72,12,9,0,3,0,3.768,0.754,0,23,
2023-06-09T16:48:00.000Z,44.33117,-68.03335,18,0.07,0,0.87,1.18,1.47,11,8,0,3,0,3.768,0.736,0,23,
2023-06-09T17:18:09.000Z,44.33124,-68.03359,2,0.04,0,0.72,1.13,1.35,12,7,0,3,5,3.769,0.864,0,23,
2023-06-09T17:48:36.000Z,44.33137,-68.03389,-77,0.01,0,0.69,1.29,1.46,12,25,0,3,0,3.769,0.694,0,23,
2023-06-09T18:18:56.000Z,44.33122,-68.03382,-31,0.03,0,0.68,1.14,1.34,12,18,0,3,0,3.768,0.637,0,23,
2023-06-09T18:49:31.000Z,44.33133,-68.0337,3,0.05,0,0.72,1.49,1.68,12,33,0,3,0,3.767,0.679,0,23,
2023-06-09T19:19:12.000Z,44.33119,-68.03367,10,0,0,0.69,1.04,1.25,12,9,0,3,0,3.767,0.66,0,21,
2023-06-09T19:49:21.000Z,44.33121,-68.03363,14,0.02,0,0.77,0.87,1.13,12,7,0,3,0,3.768,0.769,0,21,
2023-06-09T20:19:32.000Z,44.33136,-68.03363,0,0.02,0,0.98,1,1.4,12,9,0,3,0,3.769,0.563,0,20,
2023-06-09T20:49:44.000Z,44.33168,-68.03384,8,0.01,0,1.28,1.49,1.96,10,10,0,3,0,3.769,0.485,0,18,
2023-06-09T21:19:56.000Z,44.33143,-68.03377,-8,0.08,0,1.3,1.44,1.94,11,10,0,3,0,3.769,0.399,0,17,
2023-06-09T21:50:07.000Z,44.3308,-68.0334,57,0.03,0,1.3,1.47,1.97,12,9,0,3,0,3.767,0.15,0,16,
2023-06-09T22:20:32.000Z,44.33083,-68.03328,-5,0.02,0,0.78,1.24,1.5,12,23,0,3,0,3.771,0.178,0,15,
2023-06-09T22:50:41.000Z,44.33121,-68.03368,11,0.05,0,1.03,1.07,1.37,11,7,0,3,0,3.768,0.037,0,13,
2023-06-09T23:20:50.000Z,44.33121,-68.03371,5,0.03,0,0.8,1.18,1.5,11,7,0,3,13,3.77,0.018,0,13,
2023-06-09T23:51:00.000Z,44.33114,-68.03369,20,0.08,181,1.13,1.34,1.93,10,8,0,3,0,3.768,0.024,0,13,
2023-06-10T00:21:14.000Z,44.33084,-68.03369,17,0.19,0,1.11,1.13,1.6,11,12,0,3,0,3.769,0.001,0,12,
2023-06-10T00:51:27.000Z,44.33007,-68.03288,-9,0,0,0.87,1.31,1.58,10,11,0,3,73,3.768,0,0,12,
2023-06-10T01:21:40.000Z,44.33008,-68.03298,-52,0,0,0.93,1.65,1.94,10,11,0,3,22,3.768,0,0,11,
2023-06-10T01:51:53.000Z,44.33061,-68.03239,44,0.03,0,0.86,1.07,1.37,12,11,0,3,27,3.768,0,0,12,
2023-06-10T02:22:23.000Z,44.33176,-68.03087,125,0.03,0,1.11,1.43,1.81,11,28,0,3,0,3.767,0,0,11,
2023-06-10T02:53:00.000Z,44.331,-68.0322,51,0.17,0,1.44,1.76,2.27,10,35,0,3,17,3.768,0.02,0,12,
2023-06-10T03:22:40.000Z,44.33081,-68.03283,13,0.02,0,0.92,1.34,1.62,12,8,0,3,0,3.764,0.003,0,18,
2023-06-10T03:52:50.000Z,44.33078,-68.03289,5,0.03,0,0.89,1.13,1.45,12,8,0,3,8,3.763,0,0,15,
2023-06-10T04:23:01.000Z,44.33082,-68.03282,0,0.02,150,0.82,0.94,1.19,12,9,0,3,0,3.764,0,0,15,
2023-06-10T04:53:13.000Z,44.33081,-68.03289,0,0.03,2,0.82,1.56,1.8,12,10,0,3,0,3.764,0,0,14,
2023-06-10T05:23:27.000Z,44.33081,-68.033,-59,0.07,0,1.13,2.17,2.45,12,12,0,3,0,3.764,0,0,13,
2023-06-10T05:53:59.000Z,44.33007,-68.03257,-37,0.02,0,0.92,1.13,1.46,12,30,0,3,0,3.764,0,0,13,
2023-06-10T06:24:05.000Z,44.32933,-68.03323,-95,0.11,0,0.91,1.4,1.92,12,34,0,3,0,3.764,0,0,13,
2023-06-10T06:53:46.000Z,44.33065,-68.0329,-19,0.01,182,0.94,1.06,1.41,12,9,0,3,0,3.763,0,0,13,
2023-06-10T07:23:57.000Z,44.33068,-68.03278,-5,0.05,0,0.81,1.15,1.42,12,9,0,3,0,3.762,0,0,13,
2023-06-10T07:54:11.000Z,44.33047,-68.03276,-24,0.23,0,0.89,1.37,1.87,12,12,0,3,0,3.762,0,0,14,
2023-06-10T08:24:27.000Z,44.33014,-68.03281,0,0.13,0,1.17,1.96,2.31,12,14,0,3,0,3.763,0,0,13,
2023-06-10T08:54:43.000Z,44.33079,-68.03279,82,0.06,0,0.87,1.61,1.83,12,14,0,3,0,3.762,0.007,0,13,
2023-06-10T09:24:59.000Z,44.33091,-68.03288,39,0.03,0,0.73,1.25,1.45,12,14,0,3,0,3.76,0.026,0,13,
2023-06-10T09:55:36.000Z,44.33111,-68.03281,5,0.07,0,0.97,1.06,1.29,12,35,0,3,0,3.76,0.107,0,13,
2023-06-10T10:25:16.000Z,44.33092,-68.03272,-20,0.04,0,0.93,1.24,1.55,12,8,0,3,0,3.759,0.169,0,13,
2023-06-10T10:55:25.000Z,44.33085,-68.03278,17,0.02,0,0.77,1.19,1.42,11,7,0,3,0,3.759,0.089,0,14,
2023-06-10T11:25:39.000Z,44.33086,-68.033,2,0.04,0,1.34,2.06,2.46,10,12,0,3,9,3.76,0.968,0,14,
2023-06-10T11:55:53.000Z,44.33086,-68.03307,-13,0.02,0,1.32,2.09,2.47,12,12,0,3,10,3.76,1.635,40,16,
2023-06-10T12:26:30.000Z,44.33086,-68.03275,71,0.13,0,1.02,1.4,1.73,11,35,0,3,14,3.758,0.678,4,19,
2023-06-10T12:56:08.000Z,44.33081,-68.03285,-4,0.21,0,1.18,1.11,1.55,12,6,0,3,20,3.771,2.224,142,22,
2023-06-10T13:26:18.000Z,44.33077,-68.03297,3,0.03,0,1.18,1.93,2.31,11,8,0,3,46,3.774,2.252,162,23,
2023-06-10T13:56:27.000Z,44.33072,-68.03295,2,0.04,0,1.19,1.88,2.22,11,7,0,3,0,3.792,2.288,1037,31,
2023-06-10T14:26:39.000Z,44.33078,-68.03281,36,0.15,0,1.12,1.48,1.86,12,10,0,3,0,3.803,2.288,1368,34,
2023-06-10T14:57:05.000Z,44.33081,-68.03288,-8,0.09,0,1.22,1.84,2.21,10,24,0,3,3,3.811,2.196,1296,33,
2023-06-10T15:27:18.000Z,44.3309,-68.03307,-39,0.03,0,1.08,1.58,1.91,9,11,0,3,1,3.822,2.271,1094,34,
2023-06-10T15:57:32.000Z,44.33106,-68.03334,-73,0.03,0,1.1,1.45,1.81,11,12,0,3,0,3.836,2.232,1542,40,
2023-06-10T16:28:02.000Z,44.33101,-68.03307,-14,0.08,0,1.05,1.35,1.7,12,12,0,3,0,3.826,2.213,906,33,
2023-06-10T16:58:35.000Z,44.3315,-68.03256,-63,0.13,0,0.96,1.43,1.72,12,15,0,3,0,3.822,2.188,558,27,
2023-06-10T17:28:51.000Z,44.33146,-68.03249,-95,0.05,0,0.76,1.5,1.68,12,14,0,3,0,3.835,2.274,826,31,
2023-06-10T17:59:08.000Z,44.33127,-68.03271,-70,0.06,0,0.89,1.62,1.85,12,15,0,3,0,3.842,2.209,1044,30,
2023-06-10T18:29:36.000Z,44.33072,-68.03273,-24,0.05,0,0.8,1.43,1.64,12,26,0,3,0,3.851,2.203,771,28,
2023-06-10T18:44:51.000Z,44.3304,-68.03265,-60,0.09,0,0.81,1.64,1.83,12,14,0,3,0,3.854,2.235,294,26,
2023-06-10T19:00:04.000Z,44.33046,-68.03271,0,0.06,0,0.74,1.56,1.73,11,12,0,3,0,3.864,2.298,519,30,
2023-06-10T19:15:15.000Z,44.33113,-68.03313,-6,0.08,0,0.8,1.09,1.35,12,10,0,3,3,3.878,2.249,741,30,
2023-06-10T19:30:32.000Z,44.33146,-68.03305,-1,0.06,0,0.9,1.18,1.48,11,16,0,3,0,3.887,2.235,715,29,
2023-06-10T19:45:47.000Z,44.3314,-68.03293,20,0.14,0,1.14,1.47,1.87,12,14,0,3,0,3.9,2.28,627,30,
2023-06-10T20:01:20.000Z,44.33143,-68.03274,14,0.1,0,1.42,1.71,2.23,12,32,0,3,0,3.912,2.272,565,29,
2023-06-10T20:16:01.000Z,44.33067,-68.0327,63,0.14,0,1.18,1.52,1.92,12,10,0,3,0,3.929,2.341,695,29,
2023-06-10T20:31:13.000Z,44.3307,-68.03231,96,0.13,0,1.11,1.37,1.76,12,11,0,3,0,3.945,2.325,664,27,
2023-06-10T20:46:27.000Z,44.33063,-68.03226,145,0.28,0,1.25,1.52,1.97,11,13,0,3,0,3.959,2.346,607,25,
2023-06-10T21:01:42.000Z,44.33074,-68.03233,126,0.25,0,1.27,1.6,2.04,10,14,0,3,0,3.959,2.225,355,19,
2023-06-10T21:16:58.000Z,44.33083,-68.03257,78,0.27,0,1.5,2.27,2.73,10,15,0,3,0,3.963,2.227,247,17,
2023-06-10T21:32:20.000Z,44.33087,-68.03297,21,0.04,0,1.12,1.32,1.74,11,21,0,3,0,3.963,2.17,157,15,
2023-06-10T21:47:42.000Z,44.33094,-68.03297,23,0.03,0,0.95,1.1,1.45,12,21,0,3,0,3.959,1.988,164,15,
2023-06-10T22:02:58.000Z,44.33131,-68.03295,14,0.02,0,0.85,0.93,1.26,12,15,0,3,71,3.958,0.07,8,15,
2023-06-10T22:18:15.000Z,44.33107,-68.03284,-31,0.26,0,1.04,1.13,1.54,12,16,0,3,82,3.958,1.855,22,16,
2023-06-10T22:33:31.000Z,44.3308,-68.03304,-76,0.12,0,0.95,1.12,1.48,12,15,0,3,14,3.956,1.367,6,16,
2023-06-10T22:49:06.000Z,44.33101,-68.03297,-9,0.03,0,0.88,1.09,1.4,12,34,0,3,28,3.968,2.282,120,19,
2023-06-10T23:03:43.000Z,44.33091,-68.03296,8,0.01,0,0.78,1.08,1.33,12,6,0,3,0,3.973,2.246,267,15,
2023-06-10T23:18:52.000Z,44.33093,-68.03297,10,0.05,0,0.81,1.15,1.41,12,8,0,3,0,3.973,2.177,213,14,
2023-06-10T23:34:01.000Z,44.33086,-68.03301,11,0.01,296,1.34,1.45,1.97,11,8,0,3,0,3.969,2.104,134,13,
2023-06-10T23:49:10.000Z,44.33085,-68.03288,17,0.02,0,0.79,1.19,1.43,12,8,0,3,22,3.963,1.511,23,13,
2023-06-11T00:04:20.000Z,44.33121,-68.03271,-23,0.08,0,0.99,1.54,1.83,10,9,0,3,16,3.963,1.142,0,12,
2023-06-11T00:19:33.000Z,44.33084,-68.03283,-24,0.21,0,0.93,1.21,1.53,12,12,0,3,0,3.963,0.766,0,12,
2023-06-11T00:34:44.000Z,44.33077,-68.03286,-24,0.04,0,1.13,1.5,1.88,11,10,0,3,0,3.962,0.191,0,11,
2023-06-11T00:49:54.000Z,44.33078,-68.03275,26,0.1,0,1.19,2,2.33,10,9,0,3,0,3.961,0.023,0,12,
2023-06-11T01:05:04.000Z,44.3307,-68.03265,32,0.02,177,1.19,1.74,2.11,9,9,0,3,0,3.959,0.003,0,11,
2023-06-11T01:20:18.000Z,44.33086,-68.03273,26,0.18,0,1.11,1.78,2.1,11,13,0,3,7,3.961,0,0,12,
2023-06-11T01:35:29.000Z,44.33086,-68.03268,38,0.03,0,0.86,1.08,1.38,12,10,0,3,3,3.958,0,0,12,
2023-06-11T01:50:43.000Z,44.33115,-68.03229,87,0.1,0,1.53,1.45,2.11,12,13,0,3,0,3.958,0,0,12,
2023-06-11T02:06:23.000Z,44.33097,-68.03169,20,0.05,0,1.41,1.44,2,12,39,0,3,5,3.958,0,0,12,
2023-06-11T02:21:03.000Z,44.33094,-68.03252,-25,0.01,0,0.86,1.31,1.55,12,9,0,3,2,3.957,0,0,13,
2023-06-11T02:36:12.000Z,44.3309,-68.03275,12,0.04,0,0.91,1.54,1.79,12,8,0,3,44,3.955,0,0,17,
2023-06-11T02:51:25.000Z,44.33092,-68.03271,7,0.04,0,0.79,1.34,1.56,12,12,0,3,7,3.956,0.004,0,13,
2023-06-11T03:06:34.000Z,44.33087,-68.03268,-2,0.06,67,0.78,1.26,1.48,12,8,0,3,12,3.956,0,0,14,
2023-06-11T03:21:43.000Z,44.33085,-68.03284,11,0.05,0,0.77,1.09,1.34,12,8,0,3,0,3.956,0,0,14,
2023-06-11T03:36:52.000Z,44.33086,-68.03285,11,0.06,0,0.76,0.99,1.25,12,8,0,3,0,3.956,0,0,14,
2023-06-11T03:52:01.000Z,44.33085,-68.03284,18,0.05,0,0.8,0.91,1.21,12,8,0,3,0,3.953,0,0,14,
2023-06-11T04:07:10.000Z,44.33083,-68.03279,9,0.08,0,0.86,1.08,1.38,12,8,0,3,0,3.955,0,0,14,
2023-06-11T04:22:20.000Z,44.33065,-68.03289,25,0.08,0,0.71,0.87,1.11,12,9,0,3,0,3.953,0,0,14,
2023-06-11T04:37:40.000Z,44.33059,-68.03309,41,0.02,0,0.7,0.89,1.13,12,19,0,3,0,3.952,0,0,14,
2023-06-11T04:52:49.000Z,44.33084,-68.03297,14,0.02,0,0.8,1,1.28,12,8,0,3,0,3.95,0,0,14,
2023-06-11T05:07:59.000Z,44.33088,-68.03298,4,0.02,0,0.97,1.59,1.86,12,9,0,3,0,3.953,0,0,14,
2023-06-11T05:23:08.000Z,44.33092,-68.03297,-1,0.02,0,1.02,1.93,2.18,12,8,0,3,0,3.951,0,0,14,
2023-06-11T05:38:17.000Z,44.33083,-68.03301,36,0.03,0,0.8,1.11,1.36,12,8,0,3,0,3.951,0,0,14,
2023-06-11T05:53:27.000Z,44.33085,-68.03301,27,0.02,0,0.79,1.2,1.43,12,9,0,3,0,3.948,0,0,14,
2023-06-11T06:09:06.000Z,44.33071,-68.0329,19,0.02,0,0.82,1.11,1.38,12,38,0,3,0,3.95,0,0,14,
2023-06-11T06:23:44.000Z,44.33086,-68.03288,18,0.01,0,0.78,1.18,1.41,12,7,0,3,0,3.946,0,0,14,
2023-06-11T06:38:52.000Z,44.33087,-68.0329,17,0.02,0,0.65,0.88,1.09,12,7,0,3,0,3.944,0,0,14,
2023-06-11T06:54:00.000Z,44.33086,-68.03291,15,0.02,0,0.72,0.95,1.19,12,7,0,3,0,3.944,0,0,14,
2023-06-11T07:09:08.000Z,44.33088,-68.03288,12,0.01,331,0.74,0.86,1.08,12,7,0,3,0,3.944,0,0,14,
2023-06-11T07:24:16.000Z,44.33085,-68.03292,16,0.05,0,0.71,1.02,1.24,12,7,0,3,0,3.944,0,0,14,
2023-06-11T07:39:24.000Z,44.33082,-68.03289,13,0.02,184,0.73,1.11,1.34,12,7,0,3,0,3.944,0,0,14,
2023-06-11T07:54:32.000Z,44.33085,-68.03288,16,0.1,0,0.76,1.17,1.41,12,7,0,3,0,3.942,0,0,14,
2023-06-11T08:09:42.000Z,44.33092,-68.03288,14,0.03,0,0.62,0.92,1.11,12,9,0,3,0,3.941,0,0,14,
2023-06-11T08:24:52.000Z,44.33094,-68.03291,10,0,0,0.62,0.93,1.11,12,9,0,3,0,3.942,0,0,14,
2023-06-11T08:40:01.000Z,44.33091,-68.03291,10,0.04,0,0.75,1.25,1.46,12,8,0,3,0,3.941,0,0,14,
2023-06-11T08:55:11.000Z,44.33083,-68.03287,22,0.03,0,0.73,1.27,1.47,12,9,0,3,0,3.941,0,0,14,
2023-06-11T09:10:20.000Z,44.33086,-68.0329,18,0.05,0,0.7,1.2,1.39,12,8,0,3,0,3.939,0,0,14,
2023-06-11T09:25:29.000Z,44.33091,-68.03295,13,0.04,0,0.65,0.98,1.18,12,8,0,3,0,3.937,0,0,14,
2023-06-11T09:40:40.000Z,44.33083,-68.03287,26,0.03,0,0.69,0.97,1.19,12,10,0,3,0,3.937,0,0,13,
2023-06-11T09:56:02.000Z,44.33073,-68.03283,32,0.02,0,0.79,1,1.28,12,21,0,3,0,3.936,0,0,14,
